mot_cpf,mot_rg,mot_nome,mot_renach,mot_telefone,mot_status,mot_cep,mot_rua,mot_bairro
83960126879,64274625,Vincent Vazquez,CY353415735,5544892580,1,71904271,77106 West Ethiopia Way,Eufaula
58302359329,83465638,Yael Bean,IE405043555,7331106982,0,68791156,51995 South Belpre Way,Moore
83331545819,20929297,Angelica England,LL809806640,39454474306,1,30642569,44071 North Saint Helena Ct.,Danville
6795614696,90801582,Leila Noble,XG708988920,54871800010,0,63059065,2569  Bolivia Blvd.,Natchitoches
16700570150,32829669,Murphy Barrett,YE878053768,8479357409,0,27568703,34958 East Martinique Way,Eden Prairie
40033468732,74405658,Arsenio Long,EI039647223,57295317523,0,43577174,35875 North Yemen Ave.,Lakewood
68505522417,47131312,Evelyn Combs,YL316870440,22493238913,0,28877597,19795 West Afghanistan St.,Arvada
71058279897,11389351,Ahmed Orr,XF982636732,13232572868,0,31956994,96081 South Andorra Ave.,Covington
50416086772,42231994,Cedric Hall,OB572516571,28163409039,1,58189776,14768  Somalia Ave.,Sutter Creek
63457678879,58805647,Blossom Madden,MZ134674618,34135323423,1,4326462,60189 East Hermosa Beach Ave.,Keene
4451709962,59410794,Maxwell Gay,WY095761049,22680979773,0,64954469,98497 South Aruba Ave.,Bell
2243761827,63940246,Brady Doyle,GO228910641,30381835762,0,8473430,4087 North Botswana Way,Salisbury
19729220939,83017820,Guinevere Randall,LW360970457,5241425133,1,19701304,60477 West Pico Rivera Ln.,Parker
59913522383,12160594,Yeo Higgins,KR886031138,12514645308,1,46830622,18279 West Bosnia and Herzegovina Ct.,Hazleton
35738703499,75799388,Salvador Atkins,CK208376853,60408948206,1,17850864,65241 North Cambridge Ave.,Caguas
35094620777,27171492,Karleigh Hendrix,KP618816200,81131456243,0,64544373,59422 North Northern Mariana Islands Blvd.,Laguna Niguel
83668723687,84836140,Imogene Blake,VU678686961,24875604822,1,7718972,51636 North Djibouti Blvd.,Huntsville
8406986052,41735691,Myles Horton,XO720884470,4827088338,1,88312633,91325 East Colombia Ave.,Hartford
53227481128,37965688,Kamal Preston,SV224366376,36870342992,1,69501383,43587 East Peru Blvd.,Bend
21458256300,31299615,Akeem Curry,EN004314010,4244508967,1,80843555,38688 West Healdsburg St.,Wilson
95748031760,32983613,Zia Holcomb,LD996908334,70068259994,0,31177886,8396 North East Lansing Ln.,Augusta
49213084195,14939599,Lee Gill,DX172510674,69369227400,1,21916704,72921 South Idabel Ave.,Lafayette
50705117726,39016931,Martha Conner,MD448710168,41422719940,0,57575870,25021 West Svalbard and Jan Mayen Ct.,Belpre
12287571088,21079146,Indira Patton,OM050243433,1429444254,0,15118804,10905 South Peru Ln.,Monrovia
75564327345,57659679,Stone Odonnell,FL008030638,35166629168,1,35306398,23666 South Haverhill Ave.,Mechanicville
78806494876,69596786,Georgia Barry,BH122595654,38218059904,0,26536613,69408 South Downey St.,Kingsport
28349514006,31921766,Bruno Oliver,TA527223932,29880457385,1,82726043,29300  Solomon Islands Ln.,Martinsburg
88460994333,16930488,Lane Olson,YK413662239,3018503984,0,12039341,51089 South Clairton Ln.,Davenport
77305199431,72514310,Alice Mcgowan,RE465838560,60578461546,0,19290983,99771 East Morgan City Ave.,Agat
15132451016,54828279,Cassidy Mueller,OJ541276791,40746171521,0,80606775,24590 South Flint Ct.,Tamuning
24445400442,85754395,Gwendolyn Cannon,LL402433366,26450457989,1,31002311,34781 North Memphis Way,Rialto
83220901678,13312884,Dante Avila,BB955724091,31427391181,1,19297388,8249  Colombia Ct.,Spokane Valley
87737423878,29227256,Barrett Kinney,JJ489138836,13143266647,1,51323737,72691  Concord Way,Torrance
57273227230,53449119,Coby Harrington,WE192397467,38180858634,0,88167700,32620 West Belize Way,Huntington
82359975592,51876511,Joelle Hess,OW828671721,87005794026,0,18405845,25667 East Liberia Way,Naperville
51663938745,85298201,Simon Villarreal,YV893792297,7564488361,1,82223523,11783  Cocos (Keeling) Islands Way,Powell
79068242352,81150865,Jada Stanton,VN104815391,39573195379,0,68724819,93250 South Albania Way,Portland
94307312139,72752573,Jorden Silva,EG084891698,17714552920,1,55369826,44459 South Chicopee Ave.,Aspen
31429573845,14637504,Jennifer Franks,QU354616405,33849182992,1,69079707,52355 North Suriname Ln.,Boise
85750533604,61377055,Medge Knight,ZW744430971,82200043243,0,72417589,10845  Cayman Islands Blvd.,Athens
83343071690,53642382,Upton Hodge,OD441825676,60780830879,0,17285926,93589 West Mali Ln.,Milwaukee
81677089599,29686326,Zoe Harvey,SP764163047,44651899280,1,97714637,67587 South Spain Ln.,Sutter Creek
44270225016,76871146,Evelyn Witt,LK658105726,72410109083,1,75642373,8596 South Slovenia Ct.,Duquesne
79348936860,98242891,Demetria Hines,VQ069314321,58350870980,1,97590660,68414 West Barbados Ln.,Louisville
7701120779,12386979,Arsenio May,JK143219773,8087212938,1,66572151,8897 East Norway Ave.,Grand Rapids
89796076259,88184553,Jescie Frederick,QG376514452,99455721334,1,37351575,1547 West Mexico Ln.,Dover
31875383845,5892046,Cherokee Clay,HH859720797,3032840282,1,70685985,9131 South Chicago Heights Ln.,Carbondale
1201723639,69463646,Paki Valenzuela,CY481652947,66204045637,1,80850065,83872 North Cocos (Keeling) Islands Ct.,Sandy
62147911337,22990323,Lewis Delaney,OU673662125,44753582229,0,57687858,87337 West El Salvador Ct.,Taylorsville
63143355372,28580177,Hop Griffith,QO209250473,96513153299,0,75592001,94441  New Zealand Way,Reedsport
22809016848,71196079,Gabriel Davenport,OB382774312,89260569716,0,52930403,33631 North Armenia Ct.,Columbus
5268132014,15851279,Quinlan Larson,SR332588685,76852184913,0,38354950,61178 West North Tonawanda Ct.,Anaheim
4786272769,1603953,Quinn Fowler,DL493374799,2747390498,1,27398926,54268 South Gabon Ln.,Laguna Hills
23310616632,33804760,Patricia Berger,AU440653229,7206580218,1,66921386,34512 South Yemen Way,Grafton
50619103827,81420096,Jonah Ware,VS756016207,36887416696,1,64752945,54774 West Brownsville St.,Muncie
33203240434,60128189,Jerry Mcguire,IZ088945117,93691299295,0,12415322,95646 North Estonia Way,Fountain Valley
96219303403,35002779,Zephania Carson,BL214452194,67270379585,0,93532329,13363 South Kearns Way,Aliquippa
16916623377,83940014,Dominique Wong,CE755731644,96582898202,0,66045731,19043 West Lebanon Blvd.,Anaheim
86934940085,6750849,Delilah Garcia,IR893734053,41058028646,1,63775933,24049 South Belarus Way,Alexandria
72265802838,22763679,Patrick Levy,LV011552114,54387390821,0,62129791,55833 East Corry St.,Annapolis
34051534167,27366741,Chastity Church,ZX650255786,74777319688,0,36681918,95784 West Fernley Ct.,Ketchikan
20995161094,82619315,Octavia Roy,EC498188084,57174627039,0,75462503,530  Cayman Islands Ave.,North Chicago
50744665906,50335871,Tyrone Rowe,XX199402455,54249385957,1,97096553,15348 West Brazil Ln.,Phoenix
97429189248,88898726,Veda Koch,NJ799870327,32323782872,0,82382557,69048 West Djibouti Blvd.,Battle Creek
74919410565,99720442,Felicia Glover,GI422213976,43699409506,1,35106852,53850  Dover St.,Peekskill
30645615281,269116,Vaughan Boyle,BV840755109,61025976003,0,22989803,17454 South Jordan St.,Forest Lake
12977283039,62450760,Igor Eaton,KC844672481,84511127972,1,46994805,24362 West Carson City St.,Clovis
1378814143,56550012,Allen Frost,EM169768149,80189290788,1,98953546,24354 North Colorado Springs Way,Santa Rosa
42618077187,6335492,Benedict Ortega,TB859778268,67849129315,0,11314636,22031 East Antigua and Barbuda Way,Midwest City
13493856151,90775357,Maxine Summers,KL240264404,88148799386,0,82180718,11819 North Hermosa Beach Blvd.,Belleville
26093879677,3417923,Kylan Schneider,WR338824919,83949440239,0,94985377,63046 North Malta Ave.,Kalamazoo
61904595866,57463910,Maxwell Price,VC682546200,76798539032,1,47619865,86278 East Aruba Way,New Kensington
66807382699,17892161,Tobias Burt,AV282900627,62446061134,1,26034410,34592 North Frisco Ave.,Denver
47517486691,65005513,Lani Brady,RC003299918,44256716109,0,32460955,49626 North Chad Ln.,Waycross
94232177073,77286641,Dalton Jenkins,PO849774931,90863555478,1,2632330,89815  Marquette Ave.,Inglewood
29748960744,93595752,Naomi Ware,CG347849586,16671133858,0,62955996,90097 South Netherlands Ct.,Dayton
7599340604,40713106,Ulric Berg,YE737178256,29029572797,1,7006257,55924 West Mali Ave.,Dover
76520485116,96733170,Kennan Norman,FU136825101,42841400622,0,82624300,78157 North Liberia Ave.,Altoona
36608276822,70459199,Josiah Carter,OK653939078,4335092150,1,62620564,30802 West Micronesia St.,Hannibal
26791918643,85080074,Anika Hill,LS213723220,37229831247,1,88833638,94500  Netherlands Antilles Ct.,St. George
68840839472,35648857,Marvin Mccarthy,ZZ553299391,18060287311,1,50663499,75025  Christmas Island Ln.,San Diego
57920398806,90703243,Reuben Blanchard,WL814047996,60796234791,1,90863265,49377 East Malawi Ave.,Wahoo
19690999555,59374698,Reece Guerra,AF267981105,35667407227,1,89896875,27644 South Slovakia Ln.,Kokomo
8360277848,91976354,Quyn Cummings,XW966732613,90044416631,1,62130099,42053 North Brunei Darussalam St.,Vacaville
618749165,5269444,Cora Lindsey,HM684715309,48896719691,0,65795148,18729 North Turkmenistan Ave.,Dothan
4139616624,14591319,Josephine Kelley,XM190932624,90504108647,0,66066318,14675 East Corona Ct.,Warner Robins
63401389806,69149560,Lucy Brown,RK451595914,90412686958,0,34950580,95380  Bouvet Island Blvd.,Joliet
45379970992,73866809,Kelly Fletcher,EM407171905,66483256505,1,69688796,82999 West Kalispell St.,Riverton
7223353482,55873647,Daria Hines,OX768239091,37365598906,1,94513201,2433 West Svalbard and Jan Mayen Ave.,Bandera
45305233830,28130776,Marny Whitehead,RP186826662,4347538868,0,36650935,92511  Canada Ct.,Hamilton
2378174855,65933945,Anika Livingston,TT098338421,12594450107,0,43298587,66875  Nauru Ct.,Bismarck
28041619647,2937755,Serina Horn,PH612435666,52894907855,1,68446914,3179 South Netherlands Antilles Ln.,Dana Point
40311406779,77109429,Hayes Booker,FW975470484,93312962891,1,6255117,10910 North Romania Ct.,Staunton
94873080241,59903748,Jillian Maddox,TZ591453074,20207585284,0,50640426,36920 West Guayama Ave.,Lima
6525941061,40850758,Harding Bradford,YT494631013,42061708833,0,7748812,60704 North Alamogordo Ln.,Bessemer
77928004257,31184142,Morgan Lott,ZH255877846,47637358497,0,90544747,29927 South Bosnia and Herzegovina Blvd.,Denver
35951223579,16660114,Amela Sanchez,NM958469300,39433714669,0,85459340,68473 South Bridgeport St.,Agoura Hills
65634809020,16945633,Rogan Keller,EV760037151,21742705228,0,67863225,24435 North Denmark Blvd.,Davis
86308818323,13705371,Marsden Hansen,AE854056325,20710117695,1,3294241,87313 West Northern Mariana Islands Blvd.,Coatesville
65813050374,3386539,Nyssa Fleming,JM392960499,25017367339,0,86800288,96207 North Uzbekistan Ct.,Morrison
62687765931,10586681,Bertha Avery,CG729092952,81946504309,1,39589745,63468 South Georgia Ln.,Woonsocket
95526446454,47496752,Kelsey Bell,TS676463659,63137178153,0,48464520,77520 South British Indian Ocean Territory Ct.,Juneau
91309008518,54087301,Darius Benton,MZ366062215,45548206692,0,78240121,50916 West Australia Blvd.,Ithaca
2436629916,52508248,Daryl Patrick,XZ531180122,75078369659,1,80903125,11647  Lebanon Ave.,Basin
55496901271,26940092,Kirk Berger,WP594795860,55567824599,0,4235980,88991 North Nicaragua Ave.,Staunton
28592906599,13027500,Astra Sharp,RT450695186,93832893506,1,66819452,12072 East Laguna Hills Ln.,Manassas
4180943737,87824497,Keely Hendricks,AN826893493,61270733133,1,57625951,6994 South Lithuania Ave.,Odessa
51178296205,35576801,Yasir Vincent,TF815241025,76896272273,0,79190713,22005 West Hayward St.,Butler
98760698985,31161461,Avram Patterson,KQ700553119,26304827235,1,72632937,23429 East Cook Islands Way,Jersey City
86508530038,81257999,Maisie Burgess,JG062102410,44035134236,0,9492739,46245 West Iraq Blvd.,Chelsea
95748972591,31018048,Berk Winters,JX815902916,80684927175,1,80942172,18706 South Montserrat Ln.,Hermosa Beach
47580521890,99605092,Alana Armstrong,ZL446473174,4953263134,0,85753666,63865 South Bosnia and Herzegovina Way,Woodruff
25671064177,18881086,Aidan Horn,FY007629449,29179833128,1,92002810,6562 East Norwalk Blvd.,Vineland
29425166101,7124169,Tobias Lowe,HN376196723,94001821231,0,45367356,94080 East Costa Rica Blvd.,Burbank
90655708578,33265695,Olga Huber,HE652657832,38283983856,1,8852223,49099 North Portugal Way,Milford
57223533411,94571353,Walker Simmons,IZ504182733,1895469946,0,97859050,25658 South Mission Viejo St.,Weirton
21464780905,61529784,Signe Sellers,UK404601618,26914231182,1,48395730,8540 South Beverly Way,Rehoboth Beach
40535405813,79542054,Grant Morrow,OQ650474936,89695421309,1,6940534,45688 East Pine Bluff Blvd.,Cedar City
18997938313,20145992,Hayley James,EW036696807,82415472225,0,61222554,16797  Congo Way,Lima
99200267458,64468613,Michael Vega,XU242303605,20954497608,0,18462202,36216  Congo Blvd.,Syracuse
82927432132,92394978,Phoebe Mathis,QB335377574,57636329942,1,96407392,84350 East Saint Kitts and Nevis Ct.,Morrison
53505481276,50939268,Buckminster Foster,SK767353996,69784987504,1,94125296,58777 South Northern Mariana Islands St.,Brookfield
9745105715,55411538,Alexa Watkins,WC481197745,36037791042,0,49333217,34772 West Congo Way,San Juan Capistrano
94598137824,50727129,Tate Clements,YT293200521,68261094095,1,94793596,78415 South Lansing Ln.,Louisville
7558024021,70463506,Raymond English,YI423428195,94362243457,0,75422175,10828  Normal Ave.,West Memphis
6626682392,1802688,Rashad Frederick,MG102392596,1470716450,1,55667777,21402 West Myanmar Way,Gloversville
19426065105,2032711,Ivory Mcconnell,MF190253068,82802322315,1,40415566,30449 South Guyana Ct.,Sun Valley
14711059512,40749226,Lillian Wynn,HL863483135,42677674506,0,47163234,31800  New Britain Way,Farmington
76017597364,28337221,Keiko Marshall,JA229673377,77273178140,1,72897336,78072 North Malawi St.,Connellsville
13197870388,92777870,Chancellor Henson,FE138135982,86431861835,1,58303864,39410 West Christmas Island St.,Barrow
1875069090,3083674,Amos Hester,XZ191419205,50980045356,1,6564699,49965 West Benin Ave.,Palos Verdes Estates
84154109047,48314907,Samuel Schneider,LP538039598,12699026987,0,56720654,83602 West Billings Ct.,Lansing
35015882337,15300717,Natalie Carney,QM131876660,35566768670,1,90560541,89176  Indianapolis Ln.,Anchorage
86348431948,26126228,Aurelia Sims,PV023030139,59283764883,1,26963183,76252 South Cypress Way,Sonoma
29323916029,82835091,Aquila Skinner,VK672122206,36164679133,1,67337328,4075 South Norfolk Island Ln.,Chattanooga
55547588950,7655381,Chanda Mccarthy,YD820186390,17765698223,0,93479706,19584 West Greece St.,New Iberia
7026769903,22924754,Gail Crosby,HJ656863227,78777851784,1,78605546,3841 West Chile Ct.,Port Washington
93267625426,26848253,Cooper Sellers,ZQ587694803,24037746552,1,13792270,58964 East Compton St.,Sheboygan
81017918880,77691620,Constance Ferguson,HV424254897,39622532826,0,10092581,41161 East Commerce Blvd.,Rapid City
70864969462,97967534,Zachery Klein,PH953407450,33243587966,0,31566318,13331 West Jordan Ct.,Grambling
25206394838,42580920,Keane Matthews,UY313644859,91364754724,0,55296152,60793 East Agoura Hills Ave.,Florence
68954014346,14058939,Sigourney Coleman,RG236038384,49993038908,1,83959600,76490 East Israel St.,Hialeah
25434875262,44050604,Oren Lynn,OF876135653,57852589761,1,23562500,98109 South LaGrange Way,Valparaiso
99568574661,9608648,Brody Rowe,XK700449733,15502761362,1,82121672,60243  Burkina Faso Way,Kankakee
96341889298,63128366,Eugenia Velasquez,DP915854916,56220428819,1,4405416,78215  Angola Way,Boise
79188453394,10252144,Lev Porter,UN337209504,40584621554,1,73687410,75548 West Belgium Way,Miami Gardens
21365757970,54956228,Phyllis Gonzales,VB877932219,6791779006,1,12033457,2389 West Hastings Way,Compton
22821996641,81652381,Louis Lott,KT563423376,3119342424,1,57850154,1951 North Maywood Way,Akron
67116031783,73346692,Cedric Hatfield,FX675873508,84441869993,0,5699068,91692 North Bridgeport Ave.,Barrow
33286833793,62583017,Jonas Gardner,NZ082300310,60584855846,0,5351724,22543 North Mauritius Ct.,Winston-Salem
8313594300,29639981,Fletcher Brewer,SG745027684,7319088466,0,75742491,96019 South Viet Nam Ct.,Laconia
86642684165,43722731,Hamilton Page,SU558639020,93377075141,1,83311216,97204 East Falkland Islands (Malvinas) Way,Reno
89711613702,38676024,Lawrence Hurst,VE460644002,1884443046,0,44372956,69402 East Clarksburg St.,Waterloo
40551588856,59724003,Len Browning,RH487119232,77368847478,1,64577191,26408  Dover Ct.,Sun Valley
86049259985,91248639,Shay Chang,WW322135976,7975837938,0,9171195,30591 South Samoa Ln.,Honolulu
10429558965,1923582,Keith Walls,AX159179749,75164517315,0,92254307,25540 North French Polynesia St.,Berkeley
9826109695,69970061,Camden Chapman,JC709845272,59294306910,0,79745673,5027 South French Southern Territories Ln.,Effingham
17764711169,80153718,Gary Romero,DE860863640,27149320501,1,32459031,56121  Afghanistan Ct.,Valdez
22725945015,55861431,Zena Sweeney,UF316898075,91107136838,1,26564302,795 West Atlanta Ct.,Los Angeles
61159661158,11147165,Gannon Joyner,ZD171516824,92911968854,0,8026223,35302 East Minot Ct.,Beaumont
10755131943,10587552,Lewis Collier,ZB344452635,39752196896,0,70913309,33018 East Korea, Republic of Ct.
50880702402,76888437,Ashely Rodriquez,WN766052298,3095090649,1,47938859,59256  British Indian Ocean Territory Way,West Bend
10805168141,60018505,Yasir Sexton,UN887710410,50639300041,0,17050499,96749 West Aruba Ct.,Irving
90506638900,16157715,Isabella Jensen,BH457198881,1252829168,0,95339928,86591  Romania Way,Pasadena
94643489327,72347105,Hanna Graves,IL565084523,49882243306,1,66248108,50421 East Czech Republic Ave.,La Crosse
2798908076,87809194,Brandon Sanford,NW786699917,68949415526,0,62822873,85325 North College Station Ave.,Saint Cloud
31102358814,56992789,Darius Figueroa,YK393105242,23107367213,0,76417100,33680 South Benin St.,Albany
38670964385,22843063,Cedric Watkins,VH330311086,28427616654,0,64084632,63190 West Bahamas Blvd.,Wheaton
74316447743,66062542,Brooke Maddox,AT990708200,48215893505,0,40835312,13182 East Bhutan Ln.,Livonia
12246659669,89745307,Eliana Banks,AW312475317,52019548000,1,44769626,70758 East Finland Ave.,Cudahy
44431934838,53329881,Solomon Mcclure,XH373788517,25100553709,0,50873291,70545 North Australia Ave.,Saint Albans
27437881454,80466432,Isaiah Crawford,QO061565840,60781541687,0,96640217,14440 South Everett Way,New Orleans
59744526405,2253924,Griffin Walsh,AD015050204,977254201,0,59895013,55209  Palestinian Territory, Occupied Ln.
1680877252,20619529,Zelenia Moon,VB599060953,72721487871,0,69036404,88829 East Madagascar Ct.,Richmond
77605808467,39491529,David Woodard,XV532039537,66522986810,1,90556588,510 South Taiwan, Province of China Ln.
10715227880,26614251,Holly Hammond,VF672253610,5560902014,1,92307733,4776  Methuen Ct.,Hawthorne
11485134862,29158762,Kenyon Lancaster,UM674534710,39623524837,1,59087708,14360 West Newport News Ct.,Allentown
66099131471,1706604,Jolie Miller,IY086220308,72948808348,1,88019180,88504  Bermuda Ct.,Union City
33502947546,34578299,Ronan Coleman,BD119422942,52850892763,0,28017466,18640 West Bouvet Island Ct.,Fremont
6897312658,31347935,Brenda Pierce,PH594208318,34785667564,1,52272652,48691  Chile Ln.,Broken Arrow
46098392398,93897661,Adele Bright,DA465771607,50753074425,0,69975732,57139 East Philippines Blvd.,Lancaster
44701540142,23710724,Uma Short,SR328070847,80752032456,1,83356820,34715 South Bermuda Ct.,Fairbanks
52933644629,155448,Caryn Guerra,HA959762247,97562990566,0,91311514,73126 South Zimbabwe St.,Fulton
99142032389,60880190,Matthew Olsen,BP313693284,22932621089,1,88689331,57111  Cape Verde Ave.,Inglewood
31540039329,19979649,Britanney Hansen,AT816180787,23433911746,0,15094630,72927 West Niger Blvd.,Hermosa Beach
21174429205,41479449,Baker Cantu,KY320060697,76521389675,1,74381504,64596 North Dominican Republic Blvd.,Needham
46616214069,36603672,Salvador Oconnor,SB584713621,14516889350,0,73256204,82906 West American Samoa Blvd.,Norwalk
44225019039,89121323,Quemby Pate,BW395632229,10089769732,1,53262943,63387 East Indonesia Ct.,Somersworth
34426799356,65661624,Aspen Bond,PZ741883244,64891897723,0,10770071,88930  Guatemala St.,Rensselaer
24522707506,16254976,Marshall Blankenship,BO373706811,26613262218,1,53274239,68974 South Kokomo Ave.,Douglas
86711970709,2492997,Kyla Hodge,BA119782460,99277007462,0,90247645,32492 East Saint Helena Ln.,Ventura
95096980544,93033185,Scarlett Long,BR647109415,31064430885,1,39467249,22966 East Libyan Arab Jamahiriya St.,Sanford
88487311827,45663841,Rashad Bender,RT212709476,91027045104,0,55521106,7335 West Tanzania, United Republic of Ln.
36316947323,23171819,Hashim Vazquez,RR183267626,54264215535,0,15170036,73569  Albania Ave.,Lowell
34383369066,61104900,Gray Salazar,RR012800080,98204935040,1,82030645,58702 East Glendale Ave.,Portland
14961719477,78649350,Jared Beasley,MG764850165,27561861031,0,78557886,67788  Delta Junction Blvd.,Lubbock
90286482487,98974859,Drake Banks,KO945257453,59172341016,1,58454362,48455 West Argentina St.,Winnemucca
50646991252,15116825,Hedy Logan,XD001182827,86105745155,1,4816724,35007 South Faroe Islands Way,Ithaca
90078495857,96143327,Macon Walls,ST700429532,1218859984,0,32711336,28228 East Netherlands Antilles St.,Redondo Beach
86873417316,17616991,Aline Farrell,TW810388091,12217180602,1,35079015,19295 West Newburgh Blvd.,Cairo
58740735188,17066610,Maxwell Clayton,OY600548970,98536646563,1,83661636,37314 East Bhutan Ave.,Grambling
63014442318,96135036,Hermione English,XL977504632,59099275868,0,14525753,57861 West Minot Ln.,Westfield
67664442071,12501096,Derek Pugh,LK727655011,78102510097,0,61960286,29512  India Blvd.,San Dimas
6421413816,84107376,Edward Silva,HS174798344,31528063932,1,75672142,44950 North Easthampton Ct.,Norton
79456394234,60432570,Jackson Petty,LU294870551,69976712598,0,7862351,52029 South Belarus Blvd.,Steubenville
57149938727,88644242,Sylvester Berger,KI653267346,9957859995,1,10640736,20879 East Moldova Way,Arcadia
5594950311,17214836,Quin English,KA633986469,44020483298,1,4522145,55506 East Norway Ct.,North Chicago
92281953960,80317716,Rhona Santiago,FY851307879,39003755007,0,3309319,31939 West Gambia Ave.,Jacksonville
83892961128,83179132,Reuben Hansen,VE483459169,64505982638,0,37647214,63017 West Columbus Blvd.,St. Marys
14894538136,49777896,Indira Perez,FO062525048,34835738207,1,25939436,99971 East Bay St. Louis Ave.,Myrtle Beach
89423155404,45066697,Raya Osborn,GH998242004,48214662906,1,60648975,91012 North Belarus Blvd.,Scottsbluff
23202791159,19415342,Rhoda Page,VZ402490632,9038387557,1,33105626,85043 East Holy See (Vatican City State) St.,Mayagüez
40453718897,30410055,Nicholas Stone,XO842063728,75451052479,0,23498430,69530 West Bahamas Way,Laguna Hills
82983866575,49196505,Buffy Kim,MR774455433,82119346652,0,49663799,13462 North San Marino St.,West Memphis
71252760822,95938825,Odysseus Weaver,CN771408999,92707024902,1,65984852,48625 South Buena Park Ct.,Elmira
60518989193,965633,Britanni Page,VM832548642,75236868840,0,23916476,95085 East Champaign Way,Corinth
40000766187,89326919,Amena Clarke,TR785197627,98935256851,0,96301742,87283  Afghanistan Ln.,Aberdeen
71724274221,5642856,Herrod Mcdonald,AQ589034976,9142077601,1,15272119,94060  Japan Way,Duquesne
2290487483,88334824,Felix Burns,KT219119060,63878281509,1,92186188,33616 West Jordan St.,Laguna Woods
26085005927,22577479,Ciaran Glass,TT827376041,62654871286,0,62590752,26629 North Bethany Ct.,Buffalo
83547907438,13202923,August Hull,LV513683374,11212774647,1,37582292,89379 West Jordan Valley Blvd.,Joplin
1766563789,89125680,Rama Hunt,GP404693300,19889708385,1,35900611,2417 West Bismarck Ln.,Bayamon
18655914709,20126739,Phyllis Koch,PM828773309,54088641444,0,44283833,4535  Uganda Blvd.,West Lafayette
17608983222,91668541,Isabella Burch,EX883642710,35677336261,0,76876213,35616 West Orem Ave.,Tucson
74215430770,31620912,Camden Mccarty,DO025858070,24759027438,0,96808258,97596 West Fiji St.,Pomona
63871861003,30383455,Kaitlin Perez,MG990609678,92221035790,1,27649821,24286 West French Southern Territories Ln.,DuBois
71075116693,85728937,Buckminster Salazar,SL763213508,64806795103,0,75844303,46173  Argentina Ave.,Norwich
7238174113,19860056,Mufutau Richardson,YD529316406,85681930301,0,13616539,74099 North Brunei Darussalam Blvd.,Palm Springs
61501065243,8127264,Jaden Murray,HU273182454,49132620009,1,31632310,50068 North Albania Ct.,Rockford
16498537519,1431562,Clayton Holman,OG944462836,20300876820,0,14544357,3325 West Boulder Junction Ave.,Downey
13246762869,53974843,Avram Dale,JR775537071,98446720188,1,52144807,31214 North Puerto Rico Ct.,Texarkana
76662634563,84123876,Rina Holman,QS646334562,22266723078,1,31033486,98444 North Slovenia Way,Slidell
28716458331,32909272,Abraham Henderson,UL616154358,43902563468,1,4473498,44188 South Deadwood Ct.,Bellingham
18745492340,12717128,Thor Coleman,MC123706081,7531251489,1,10520839,86208 North Merced Blvd.,Lynn
86919931162,65116006,Eagan Becker,DH344555699,10631886523,1,37594496,9124  Diamond Bar Ln.,Perth Amboy
19405493712,48955994,Nero Chan,CW448312644,38525820417,1,63147903,68324 South Yemen Ave.,Elkhart
27769381709,74161929,Jordan Goodwin,SD462200422,18988540141,1,58374482,65264 North Ogden Blvd.,Savannah
12629004756,27921522,Hillary Nash,JY970957883,87925898763,1,55348462,73997 North Tunisia Ave.,Mesquite
6863356048,58734390,Quintessa Francis,JR171870405,18404926576,1,45471546,81726  Milford Ave.,Bandera
7377488893,3167920,Hasad Mathis,OR769997303,80133133929,1,12147552,27731 North Cranston Ave.,Isle of Palms
97902207431,3811405,Iliana Lucas,XK148734272,17487461501,0,3551861,99682 South Battle Creek Ct.,Charlottesville
90908054989,38120704,Ian Burnett,VM267926050,16432505223,0,83993846,86171  Bandera St.,Alexandria
75624574931,45508642,Chaim Rutledge,CV367145188,22348841267,0,67234498,92003 East Bahrain Way,Bristol
17302786577,96711939,Allen Robertson,MX069641529,47112520068,0,6688671,81644 South New Caledonia Ave.,Palm Springs
16669606587,65046591,Kadeem Sandoval,QX391012004,47509883075,1,2664297,15222 South Mount Pleasant Blvd.,Pittsfield
81450315195,70043202,Len Hudson,ZH343735905,84328547554,0,15669561,27827 West Australia Ave.,New Orleans
54853006691,63699606,Azalia Oneill,KV963355762,57099352638,1,7691140,37920 North Falkland Islands (Malvinas) Ct.,Miami Gardens
63008409486,15298561,Charles Roberts,WV913496934,71343088116,1,47656478,88156  Hayward Ct.,Providence
98795615749,44585683,Montana Mcconnell,MT542400991,37669672422,0,15892189,85926 North Cambodia Ct.,Greenville
6735359315,32385492,Barclay Heath,PD890646338,78294729500,0,89346064,67546 East Brunei Darussalam Blvd.,Duarte
89626177488,58119738,Dalton Love,CY843395065,80090284339,0,27812830,85695 East Afghanistan St.,Jenks
63870919783,58498459,Sawyer Talley,XH872949050,48752896308,1,90735838,20784 South Luxembourg Blvd.,Louisville
54014127181,9487959,Dominic Hall,TV996088131,36991584931,1,5404685,63042 East Greensboro Blvd.,Lakewood
2108761691,95464346,Dorothy Valdez,LL996505630,99400305148,1,65785811,55217 North Guyana Ln.,Biloxi
13007214333,93310258,Venus Roth,NQ846146565,71584411564,1,68060538,12060 North Lansing Ln.,Revere
89546427756,65377726,Alden Sullivan,SK899411447,442372285,0,20605431,3468  La Cañada Flintridge Ave.,Abilene
79017220487,2803355,Robert Clements,SH789791870,69351014644,0,13506285,35213 North Chad Ln.,Keene
38735974022,16771314,Ocean Flowers,VZ981711482,78291969846,0,24116433,89634  Costa Rica Way,Spokane
